10145	80414
10145	99001
10145	270322483
10145	1003716184
10145	1007343817
10145	1049723185
10145	1052813963
10145	1053799747
10145	1062596504
10145	1066559153
10315	224380121
10315	1049723185
10315	1069205631
10362	31082304
10362	1049723185
10413	10469
10413	31082304
10413	222702277
10413	243312233
10413	1004524612
10413	1005343850
10413	1007343817
10413	1038819400
10413	1052937860
10413	1057476285
10413	1060715975
10413	1069205631
10413	1069465164
10469	10413
10469	10473
10469	1007343817
10514	103500
10514	1057476285
10518	1009417032
10518	1067852634
11022	11023
11022	11086
11022	11088
11022	103500
11022	752432
11022	1002603155
11022	1005343850
11022	1007343817
11022	1064217724
11023	11022
11023	11086
11023	11088
11023	79660
11023	103500
11023	752432
11023	272212116
11023	1007343817
11023	1069205631
11086	11022
11086	11023
11086	752432
11086	272212116
11087	11088
11088	11022
11088	11023
11088	11087
11088	752432
11088	272212116
11088	1005752501
31790	1042696501
36517	1007343817
40343	1004749312
40343	1007343817
40343	1032404935
40343	1033764630
40343	1035967280
40343	1036043550
40343	1046157077
40343	1046222077
40343	1047183715
40343	1048013470
40343	1057219270
40343	1057581555
40343	1069205631
40783	1052636041
79660	10473
79660	11023
79660	11086
79660	48877274
79660	71896591
79660	228308093
79660	1017439175
79660	1050612771
79660	1058302185
79660	1066817330
79660	1069003265
79660	1069465164
80414	10145
80414	1003763994
80414	1059526491
82506	3004005
95095	1017081760
98122	1036803045
99001	1007343817
99001	1025897923
99001	1046911752
99999	1042026447
101713	103500
101713	1052937860
101713	1067852634
101713	1069205631
102387	1053796452
103500	1042026447
103500	1052937860
103558	1046193337
103558	1050413141
103759	103500
103759	1040482460
103778	1035923322
103984	1065010415
104104	1038819400
104508	103778
104526	243312233
104526	1007343817
104526	1049351630
104526	1065453995
104802	1007343817
104802	1027288840
104908	1003763994
104908	1041140830
273274	1041140830
273274	1047288737
273274	1049515980
273274	1050431232
275873	1069205631
286112	23780876
286112	1004827772
286112	1005752501
286112	1009849144
286112	1017439175
286112	1042026447
286112	1053121265
286112	1054503921
286112	1057683060
286112	1069205631
320027	1009489072
320027	1069194825
389428	1040482460
593170	282555
593170	1044578275
593399	320027
752432	11022
752432	11023
752432	11086
752432	11087
752432	11088
752432	272212116
752432	1045455790
888361	531080
888361	888372
888361	52176186
888361	1050163153
888361	1050615215
888361	1064308653
888361	1064325113
888361	1066737203
888367	1050090641
888372	888361
3004005	1030546952
3088909	1063602424
7000800	23101510
7000800	35987272
7000800	1003716184
7000800	1003763994
7000800	1004111147
7000800	1013159527
7000800	1014268115
7000800	1034591472
7000800	1035923322
7000800	1039302717
7000800	1042026447
7000800	1045529987
7000800	1047288737
7000800	1052636041
7000800	1056328553
7000800	1064936313
7000800	1069205631
9775521	1005752501
9775521	1018356553
9775521	1052482991
9775521	1052767975
9775521	1053964004
9775521	1061252391
9775521	1068339401
10391555	1004505362
10391555	1069205631
11222505	1031732453
11222505	1042368054
11222505	1053408234
11222505	1065649994
11748591	1038819400
11748591	1061829590
15113632	228806644
15113632	1022868893
15113632	1057949642
15335511	104802
15335511	1003716184
15782244	1047183715
15782244	1068469892
17770198	1053121265
17770198	1053909085
17770198	1069205631
17809688	1069205631
18057803	1007343817
18452644	11022
18452644	531080
18452644	84359771
18452644	1003716184
18452644	1007343817
18452644	1033531595
18452644	1039406380
18452644	1039569372
18452644	1044834134
18452644	1057035034
18452644	1058043025
18452644	1066405962
18816529	38093313
18816529	1005554934
18816529	1017663167
18816529	1044915081
18816529	1050090641
22306166	1025892851
22306166	1044527073
22306166	1052447690
22306166	1052482991
22306166	1052636041
22306166	1068734171
23101510	1035880951
23780876	1031100070
23780876	1035880951
23780876	1045455790
23780876	1053926410
23780876	1055455117
23780876	1056963171
23780876	1058302185
23780876	1059962600
25509597	68254022
25509597	1004524612
25509597	1007343817
25509597	1033531595
25509597	1035923322
25509597	1046136842
25509597	1064936313
26133305	1050896727
26363008	1047183715
26363008	1068339401
28581249	1032404935
28581249	1054007001
28581249	1066910790
28688688	1045529987
28688688	1053799747
30030969	1043057590
30030969	1067096902
31082304	68254022
31082304	1005491712
31082304	1014268115
31082304	1025897923
31082304	1032404935
31082304	1045529987
31082304	1046222077
31735721	78300991
33190131	1035923322
33190131	1050746712
33568380	1063840643
33576704	1048841010
33881642	1046222077
35987272	1007343817
35987272	1025916607
35987272	1033212031
35987272	1035923322
35987272	1036788487
35987272	1045529987
35987272	1054007001
35987272	1061473103
35987272	1068721344
35987272	1069205631
36498175	1003716184
38093313	18816529
38583757	1036043550
38583757	1051159620
38583757	1058823913
39297060	104659
39297060	1003763994
39297060	1014268115
39297060	1035923322
39297060	1035925393
39297060	1043151571
39297060	1045195625
39297060	1046814450
39297060	1052937860
39297060	1061829590
39297060	1064936313
39297060	1069205631
39781499	33568380
39781499	66153298
39781499	1011012413
39781499	1017439175
39781499	1046222077
39781499	1051159620
39781499	1052636041
39781499	1056191120
41339710	272653590
41339710	1009970005
41339710	1029373180
41339710	1061116807
41883998	1054007001
41883998	1054013325
42341240	1000117663
42341240	1039302717
42432321	1067103453
42876891	272656375
42876891	1036788487
42876891	1055901764
43077721	1044497077
43077721	1050164735
43077721	1059801622
43299226	1000805232
43623234	103500
44222536	1003716184
44222536	1025887503
44222536	1057437605
45162274	1005356522
45162274	1036225022
45162274	1042577474
45162274	1048873925
46143026	1064936313
46143026	1067103453
47088828	35987272
47088828	1004524612
47088828	1007343817
47088828	1014268115
47088828	1035923322
47088828	1039302717
47088828	1041140830
47088828	1042026447
47088828	1043151571
47088828	1045529987
47088828	1047288737
47088828	1048013470
47088828	1049621015
47088828	1050896727
47088828	1052636041
47088828	1054007001
47088828	1064675161
47088828	1064936313
47088828	1065649994
48150165	1007343817
48150165	1050746712
48156805	1034231601
48156805	1035908327
48156805	1036001692
48156805	1046347012
48156805	1068432812
48282992	48156805
48282992	1003763994
48282992	1005752501
48282992	1025708803
48282992	1028933080
48282992	1036124365
48282992	1036730030
48282992	1040163605
48282992	1047183715
48282992	1048013470
48282992	1050258553
48282992	1050615215
48282992	1060672430
48282992	1062239573
48282992	1067451983
48282992	1068339401
48319932	222702277
48319932	1007343817
48319932	1042026447
48319932	1043716187
48319932	1052937860
48801802	1053909085
48877274	79660
48877274	216633711
48877274	223138666
48877274	1030176205
50050181	104802
50050181	1050896727
50190916	1004524612
50190916	1007343817
50190916	1036788487
50190916	1041508671
50190916	1054297697
50190916	1057581555
50190916	1062177335
50508551	103500
50508551	1003716184
50508551	1007343817
50508551	1009849144
50508551	1038819400
50508551	1042026447
51990888	1062762264
52176186	228806644
52176186	1043184911
52176186	1045828727
52176186	1054013325
52176186	1056328553
52176186	1061829590
53336370	1000117663
53336370	1003716184
53336370	1004524612
53336370	1007343817
53336370	1014309911
53336370	1025367415
53336370	1031228534
53336370	1035967280
53336370	1049524101
53336370	1054503921
53336370	1067212684
61175714	1004524612
62029262	1005592945
64064006	1004524612
64064006	1035923322
64064006	1036663592
64064006	1047070924
64064006	1050896727
64064006	1068339401
64312903	1069205631
64679199	1014268115
64679199	1035923322
64679199	1036080953
64679199	1041212215
64679199	1052246844
64679199	1068339401
65320584	1003763994
65320584	1014268115
65320584	1045529987
65559277	1026394563
65559277	1034324163
65559277	1044978070
66153298	39781499
66153298	1014268115
66153298	1043752687
66153298	1054007001
66234627	104802
66234627	68351016
66234627	222702277
66234627	1003763994
66234627	1005752501
66234627	1009849144
66234627	1018356553
66234627	1033531595
66234627	1035923322
66234627	1036074437
66234627	1042026447
66234627	1043818630
66234627	1046136842
66234627	1047183715
66234627	1050746712
66234627	1052937860
66234627	1053799747
66234627	1054007001
66234627	1058089115
66234627	1066910790
66234627	1068339401
66234627	1068469892
66621805	48877274
66672802	1033571144
66672802	1035923322
66672802	1059271500
66911710	1004524612
66911710	1041140830
66911710	1045529987
67406402	1018356553
67406402	1027811415
67406402	1047183715
67411168	1043256405
67411168	1051797591
67411168	1064373247
67411168	1066405962
67987023	218317182
67987023	1003716184
67987023	1014268115
67987023	1018356553
67987023	1018669437
67987023	1024431497
67987023	1035923322
67987023	1042026447
67987023	1045529987
67987023	1047183715
67987023	1050896727
67987023	1054007001
67987023	1068469892
68254022	104802
68254022	25509597
68254022	31082304
68254022	68351016
68254022	215378187
68254022	222702277
68254022	1046136842
68254022	1052937860
68351016	1018669437
68351016	1043256405
68351016	1046111247
68351016	1052937860
68351016	1057683060
72391381	23101510
72391381	1045276082
72391381	1054604100
72391381	1056954153
72391381	1060124170
75265648	1004524612
75265648	1014268115
75265648	1025887503
75265648	1040163605
75265648	1045529987
78446716	1005569187
78446716	1014268115
78446716	1035971685
78446716	1045934384
78446716	1053148552
78446716	1055184702
78446716	1062459430
79097168	1014268115
79097168	1035923322
79097168	1039302717
79097168	1041140830
79097168	1045529987
79097168	1050896727
79097168	1067103453
79097168	1068712852
79791167	1052937860
79793420	3088909
79793420	1014268115
79793420	1055842034
79793420	1069205631
80113064	1003716184
80113064	1007343817
80113064	1022868893
80113064	1048841010
80113064	1069205631
80355516	1057796783
80355516	1058990775
81012892	23101510
81012892	1003763994
81012892	1007343817
81012892	1013096984
81012892	1014268115
81012892	1025916607
81813100	1053121265
81813100	1069205631
82719093	1058823913
84332220	1042026447
84359771	18452644
84359771	243312233
84359771	1035936350
84359771	1048351592
84359771	1051973127
84359771	1059391632
84701988	1031228534
84701988	1043256405
84701988	1061829590
